ProductionID,DateKey,LineID,ShiftID,ProductID,UnitsProduced,UnitsDefective,DowntimeMinutes,ScrapCost
3278,20250128,3,1,1,2396,42,20.3,525.0
3279,20250128,3,1,1,2929,127,25.6,1587.5
3280,20250128,1,2,8,3692,164,8.1,5559.6
3281,20250128,1,2,7,3880,66,8.4,2079.0
3282,20250128,3,2,5,3289,102,2.0,652.8
3283,20250128,4,3,5,5133,140,32.1,896.0
3284,20250128,3,2,4,3136,97,6.4,2434.7
3285,20250128,1,1,6,3406,84,21.7,596.4
3286,20250128,4,2,6,4977,125,0.0,887.5
3287,20250129,1,2,3,3425,139,7.0,3169.2
3288,20250129,3,3,2,2488,49,4.2,695.8
3289,20250129,1,3,3,3333,104,45.1,2371.2
3290,20250129,4,1,5,4877,224,0.0,1433.6
3291,20250129,4,3,7,5035,188,0.0,5922.0
3292,20250129,4,3,6,3794,76,0.0,539.6
3293,20250129,4,2,4,4463,187,96.5,4693.7
3294,20250129,3,1,6,2864,82,14.0,582.2
3295,20250129,4,1,4,3829,95,0.0,2384.5
3296,20250129,1,1,1,4055,111,18.9,1387.5
3297,20250129,1,3,7,3392,157,6.0,4945.5
3298,20250130,3,1,3,3017,121,4.7,2758.8
3299,20250130,1,3,4,2943,65,11.8,1631.5
3300,20250130,1,3,3,2898,114,18.4,2599.2
3301,20250130,1,1,4,3467,89,17.3,2233.9
3302,20250130,1,1,5,4335,210,2.1,1344.0
3303,20250130,4,1,2,4529,9,21.4,127.8
3304,20250130,2,2,4,6471,178,20.8,4467.8
3305,20250130,3,3,6,3114,89,3.2,631.9
3306,20250131,2,1,4,6200,163,12.8,4091.3
3307,20250131,1,2,4,4295,209,4.3,5245.9
3308,20250131,1,2,6,4028,59,8.2,418.9
3309,20250131,4,2,8,4559,88,40.4,2983.2
3310,20250131,2,3,5,6091,143,0.7,915.2
3311,20250131,2,2,6,5298,137,26.8,972.7
3312,20250131,3,3,5,2236,83,0.6,531.2
3313,20250131,3,2,1,2720,113,20.2,1412.5
3314,20250131,3,1,8,2856,92,2.1,3118.8
3315,20250131,2,2,8,6509,297,50.4,10068.3
3316,20250131,2,3,8,6724,255,34.2,8644.5
3317,20250201,1,3,5,3963,164,18.6,1049.6
3318,20250201,3,1,5,1761,104,99.9,665.6
3319,20250201,1,2,2,3749,112,17.4,1590.4
3320,20250201,3,2,3,2790,74,9.7,1687.2
3321,20250201,2,2,1,5903,148,18.8,1850.0
3322,20250201,2,1,3,5107,184,31.5,4195.2
3323,20250201,1,1,6,4141,120,3.4,852.0
3324,20250201,4,1,5,5182,135,2.5,864.0
3325,20250202,4,3,8,4434,137,15.1,4644.3
3326,20250202,3,3,2,2579,18,66.3,255.6
3327,20250202,4,3,1,4348,156,23.7,1950.0
3328,20250202,2,2,1,5401,221,36.8,2762.5
3329,20250202,1,3,4,4931,22,48.4,552.2
3330,20250202,1,3,7,3943,87,31.0,2740.5
3331,20250202,2,1,7,7072,231,3.1,7276.5
3332,20250202,2,3,5,7944,232,11.4,1484.8
3333,20250202,2,1,2,6941,108,6.9,1533.6
3334,20250203,2,1,2,6312,181,10.7,2570.2
3335,20250203,3,2,6,2454,87,13.6,617.7
3336,20250203,2,3,4,6378,177,18.8,4442.7
3337,20250203,3,2,2,2814,92,6.3,1306.4
3338,20250203,4,3,2,4796,171,21.5,2428.2
3339,20250203,3,2,1,3241,137,10.5,1712.5
3340,20250204,3,3,4,2165,47,3.4,1179.7
3341,20250204,3,1,7,2323,44,1.5,1386.0
3342,20250204,4,1,1,4356,101,31.5,1262.5
3343,20250204,1,3,6,4598,140,27.3,994.0
3344,20250204,1,3,6,3754,87,8.6,617.7
3345,20250204,4,3,8,4729,107,4.8,3627.3
3346,20250204,4,2,8,5144,130,30.3,4407.0
3347,20250204,1,2,7,3574,76,9.2,2394.0
3348,20250205,2,1,4,5790,169,17.5,4241.9
3349,20250205,2,3,2,5933,145,6.1,2059.0
3350,20250205,4,2,4,4323,101,19.8,2535.1
3351,20250205,3,2,5,2980,73,3.4,467.2
3352,20250205,4,3,2,4151,85,9.8,1207.0
3353,20250205,3,2,6,2629,29,4.1,205.9
3354,20250205,2,3,4,6524,267,14.0,6701.7
3355,20250206,1,1,5,4203,178,59.6,1139.2
3356,20250206,3,1,8,2011,61,5.5,2067.9
3357,20250206,4,3,5,4601,172,7.3,1100.8
3358,20250206,1,3,5,3788,119,8.8,761.6
3359,20250206,2,1,4,6639,416,12.7,10441.6
3360,20250206,1,2,6,3692,133,17.8,944.3
3361,20250206,4,1,6,4386,153,39.0,1086.3
3362,20250206,1,3,8,4876,155,23.7,5254.5
3363,20250206,2,1,6,6792,73,6.6,518.3
3364,20250206,3,3,6,2564,80,65.4,568.0
3365,20250206,3,3,3,2436,133,10.4,3032.4
3366,20250207,4,2,3,4306,114,13.5,2599.2
3367,20250207,4,2,3,4365,102,14.8,2325.6
3368,20250207,4,2,2,5071,160,10.0,2272.0
3369,20250207,1,2,5,3705,111,4.8,710.4
3370,20250207,4,1,5,4080,97,0.0,620.8
3371,20250207,3,3,6,2368,102,20.2,724.2
3372,20250207,4,3,3,4760,157,0.0,3579.6
3373,20250207,4,2,8,5167,234,38.5,7932.6
3374,20250207,4,3,2,5373,204,0.0,2896.8
3375,20250207,3,1,4,2379,114,25.8,2861.4
3376,20250207,3,1,3,1992,82,4.9,1869.6
3377,20250208,1,3,7,4131,46,19.4,1449.0
3378,20250208,3,1,7,2537,100,60.3,3150.0
3379,20250208,3,2,1,2552,117,59.4,1462.5
3380,20250208,4,3,3,4552,233,0.0,5312.4
3381,20250208,1,2,5,2878,98,0.8,627.2
3382,20250208,4,1,8,4208,202,9.1,6847.8
3383,20250208,1,1,4,3124,63,16.5,1581.3
3384,20250208,2,3,6,5004,110,7.2,781.0
3385,20250209,1,1,5,4250,155,14.4,992.0
3386,20250209,2,1,6,5653,153,8.2,1086.3
3387,20250209,3,3,8,3070,102,5.6,3457.8
3388,20250209,1,1,1,3597,166,3.5,2075.0
3389,20250209,1,2,4,3867,94,3.5,2359.4
3390,20250209,3,3,1,2503,112,3.6,1400.0
3391,20250209,4,1,1,4721,66,0.0,825.0
3392,20250209,4,1,1,3082,172,0.0,2150.0
3393,20250210,4,3,5,3147,86,0.0,550.4
3394,20250210,4,3,6,3950,25,4.8,177.5
3395,20250210,4,2,6,3934,11,0.0,78.1
3396,20250210,2,3,7,5719,216,5.1,6804.0
3397,20250210,4,2,7,4602,129,36.4,4063.5
3398,20250210,4,1,7,5050,141,17.5,4441.5
3399,20250210,1,3,4,3819,121,4.2,3037.1
3400,20250210,1,3,8,4056,157,25.8,5322.3
3401,20250210,4,3,4,4892,85,11.9,2133.5
3402,20250210,2,1,6,6419,126,14.4,894.6
3403,20250210,3,2,2,2726,53,5.2,752.6
3404,20250211,2,2,7,6790,159,3.5,5008.5
3405,20250211,2,1,4,6239,360,7.2,9036.0
3406,20250211,3,2,6,2529,149,18.7,1057.9
3407,20250211,2,3,4,5614,140,12.0,3514.0
3408,20250211,1,2,3,3744,135,9.1,3078.0
3409,20250211,3,1,6,2952,104,6.8,738.4
3410,20250211,1,2,4,2818,89,10.4,2233.9
3411,20250211,1,3,8,4041,153,0.5,5186.7
3412,20250211,3,2,8,2906,52,9.0,1762.8
3413,20250211,4,1,3,4948,119,49.6,2713.2
3414,20250212,2,3,1,6047,63,20.6,787.5
3415,20250212,3,1,6,3112,75,30.4,532.5
3416,20250212,2,3,8,6257,183,19.4,6203.7
3417,20250212,2,3,8,5206,267,37.3,9051.3
3418,20250212,1,1,7,3656,89,16.3,2803.5
3419,20250212,2,2,8,6729,270,14.7,9153.0
3420,20250212,2,1,1,5417,104,5.1,1300.0
3421,20250212,3,2,7,2088,74,15.8,2331.0
3422,20250213,1,3,1,4347,171,11.5,2137.5
3423,20250213,4,2,4,4352,212,25.1,5321.2
3424,20250213,3,2,4,2622,151,48.6,3790.1
3425,20250213,4,3,8,3019,92,31.4,3118.8
3426,20250213,4,1,8,4557,215,26.6,7288.5
3427,20250213,1,3,2,4081,166,2.7,2357.2
3428,20250214,2,1,2,4517,156,6.2,2215.2
3429,20250214,2,1,1,5822,293,5.3,3662.5
3430,20250214,4,3,3,5113,151,0.0,3442.8
3431,20250214,1,1,6,4043,126,52.0,894.6
3432,20250214,2,3,3,6158,165,14.1,3762.0
3433,20250214,1,3,7,3461,182,52.1,5733.0
3434,20250214,1,1,2,3897,156,5.5,2215.2
3435,20250214,4,1,1,4745,104,16.7,1300.0
3436,20250214,1,2,7,4246,121,27.5,3811.5
3437,20250214,2,2,4,6001,126,0.5,3162.6
3438,20250215,3,3,5,2551,83,3.4,531.2
3439,20250215,3,1,7,2165,83,49.0,2614.5
3440,20250215,4,3,7,4473,123,9.0,3874.5
3441,20250215,4,3,3,3794,101,0.0,2302.8
3442,20250215,3,1,5,2398,92,13.0,588.8
3443,20250215,1,1,3,3543,101,21.4,2302.8
3444,20250215,1,3,5,3621,164,38.3,1049.6
3445,20250215,3,3,5,2748,61,53.0,390.4
3446,20250215,4,2,3,5110,89,0.0,2029.2
3447,20250215,3,3,7,2267,102,39.2,3213.0
3448,20250216,1,3,3,3961,105,65.2,2394.0
3449,20250216,1,3,5,4440,192,22.2,1228.8
3450,20250216,4,2,1,4315,55,34.4,687.5
3451,20250216,3,1,1,2837,5,0.1,62.5
3452,20250216,3,1,2,2776,161,7.4,2286.2
3453,20250216,1,1,8,3940,63,5.5,2135.7
3454,20250216,3,1,8,2603,54,11.0,1830.6
3455,20250216,3,3,2,2422,55,3.3,781.0
3456,20250216,4,3,3,4367,119,65.7,2713.2
3457,20250216,1,2,7,4070,51,3.0,1606.5
3458,20250216,2,1,6,5267,171,3.1,1214.1
3459,20250217,1,1,2,3595,48,14.9,681.6
3460,20250217,2,1,3,5397,170,9.4,3876.0
3461,20250217,3,2,5,2492,94,31.5,601.6
3462,20250217,2,3,1,6548,201,17.3,2512.5
3463,20250217,2,1,5,7104,227,5.4,1452.8
3464,20250217,2,2,4,6548,123,16.0,3087.3
3465,20250217,2,2,5,6764,121,6.4,774.4
3466,20250217,2,1,2,6465,285,3.2,4047.0
3467,20250217,3,3,6,2729,108,15.5,766.8
3468,20250217,3,1,5,2533,112,6.6,716.8
3469,20250217,4,2,7,3589,107,48.4,3370.5
3470,20250218,3,2,7,2415,67,2.0,2110.5
3471,20250218,2,3,7,5943,223,37.4,7024.5
3472,20250218,3,1,1,2709,136,5.9,1700.0
3473,20250218,1,3,4,3438,54,2.0,1355.4
3474,20250218,3,1,8,2276,116,8.9,3932.4
3475,20250218,3,2,3,2259,44,2.1,1003.2
3476,20250218,3,2,4,2692,20,40.0,502.0
3477,20250219,3,3,5,2500,65,23.0,416.0
3478,20250219,1,2,8,3393,150,7.2,5085.0
3479,20250219,4,2,7,4569,80,3.0,2520.0
3480,20250219,1,3,1,3462,105,18.1,1312.5
3481,20250219,1,1,5,3699,107,65.1,684.8
3482,20250219,2,1,4,6467,220,14.0,5522.0
3483,20250219,1,2,5,4409,140,5.6,896.0
3484,20250220,2,2,3,4926,101,22.0,2302.8
3485,20250220,1,3,6,3941,192,9.2,1363.2
3486,20250220,1,2,8,4214,178,1.1,6034.2
3487,20250220,3,3,2,2940,107,12.9,1519.4
3488,20250220,4,1,3,5181,71,9.2,1618.8
3489,20250220,3,1,7,2380,70,8.1,2205.0
3490,20250220,1,2,3,3732,136,0.9,3100.8
3491,20250220,1,1,3,4139,192,39.2,4377.6
3492,20250220,1,2,7,3640,152,33.4,4788.0
3493,20250221,4,3,3,4207,142,6.3,3237.6
3494,20250221,2,1,8,5876,195,15.2,6610.5
3495,20250221,3,1,5,2327,4,11.1,25.6
3496,20250221,2,2,2,5569,168,2.4,2385.6
3497,20250221,1,3,4,3675,112,36.1,2811.2
3498,20250221,3,1,4,2197,124,2.7,3112.4
3499,20250221,3,2,3,2639,107,8.0,2439.6
3500,20250222,2,3,5,5276,163,3.1,1043.2
3501,20250222,1,1,4,4100,155,22.2,3890.5
3502,20250222,4,1,4,4087,161,0.0,4041.1
3503,20250222,4,2,1,3403,132,6.9,1650.0
3504,20250222,1,3,8,3332,89,29.3,3017.1
3505,20250222,2,1,1,5902,163,20.9,2037.5
3506,20250222,1,3,2,4012,218,0.1,3095.6
3507,20250222,1,1,3,2764,89,30.8,2029.2
3508,20250222,4,1,5,4761,108,4.6,691.2
3509,20250223,2,1,5,5208,137,43.5,876.8
3510,20250223,1,2,5,3199,82,1.5,524.8
3511,20250223,2,3,1,4627,18,16.0,225.0
3512,20250223,2,3,2,6050,150,4.4,2130.0
3513,20250223,1,1,2,2800,114,36.2,1618.8
3514,20250223,1,3,7,4879,219,32.6,6898.5
3515,20250223,3,1,4,2581,61,7.5,1531.1
3516,20250223,3,3,4,2652,67,5.8,1681.7
3517,20250223,2,3,4,5400,104,25.5,2610.4
3518,20250223,4,3,2,4265,130,20.8,1846.0
3519,20250223,4,3,8,4545,79,17.3,2678.1
3520,20250224,4,2,3,4926,47,21.9,1071.6
3521,20250224,4,2,3,5312,280,0.0,6384.0
3522,20250224,3,1,3,2579,64,17.2,1459.2
3523,20250224,4,1,7,4917,165,28.0,5197.5
3524,20250224,4,3,2,3684,80,5.7,1136.0
3525,20250224,3,1,3,2736,23,18.8,524.4
3526,20250224,4,2,6,4852,179,2.0,1270.9
3527,20250225,1,1,5,3815,75,13.8,480.0
3528,20250225,2,1,6,6028,93,37.1,660.3
3529,20250225,1,2,2,2725,75,4.1,1065.0
3530,20250225,1,1,6,3577,51,4.7,362.1
3531,20250225,2,2,1,5064,156,5.7,1950.0
3532,20250225,2,3,7,5537,233,4.6,7339.5
3533,20250226,4,3,8,4602,104,14.3,3525.6
3534,20250226,3,1,2,2325,4,9.8,56.8
3535,20250226,4,2,1,4860,151,25.2,1887.5
3536,20250226,3,3,5,2820,76,5.1,486.4
3537,20250226,1,1,3,3306,128,11.8,2918.4
3538,20250226,4,3,8,4853,159,4.0,5390.1
3539,20250226,3,3,8,2436,73,3.2,2474.7
3540,20250226,1,3,8,3707,155,29.3,5254.5
3541,20250227,4,3,7,4667,80,2.0,2520.0
3542,20250227,3,2,3,2614,127,0.1,2895.6
3543,20250227,4,3,7,4895,178,0.0,5607.0
3544,20250227,1,2,6,3444,50,15.6,355.0
3545,20250227,2,2,7,6355,258,2.8,8127.0
3546,20250227,4,3,1,3761,100,7.4,1250.0
3547,20250228,3,2,8,3103,110,4.9,3729.0
3548,20250228,2,2,3,5897,125,7.1,2850.0
3549,20250228,2,1,6,5599,178,1.4,1263.8
3550,20250228,1,3,7,3727,186,32.0,5859.0
3551,20250228,3,3,7,2515,103,2.7,3244.5
3552,20250228,2,1,5,5427,171,0.6,1094.4
3553,20250228,4,2,8,4137,154,0.0,5220.6
3554,20250228,1,2,4,3526,60,13.2,1506.0
3555,20250228,1,3,6,3508,106,15.8,752.6
3556,20250301,3,2,2,2574,55,28.2,781.0
3557,20250301,1,3,8,3723,156,28.8,5288.4
3558,20250301,3,2,2,2438,125,16.5,1775.0
3559,20250301,2,1,7,7760,148,0.8,4662.0
3560,20250301,2,2,3,6505,192,12.8,4377.6
3561,20250301,2,3,1,5551,194,42.5,2425.0
3562,20250301,2,2,5,5898,137,59.3,876.8
3563,20250301,3,1,5,2544,32,37.9,204.8
3564,20250301,4,3,8,4724,113,0.0,3830.7
3565,20250301,1,1,7,4705,140,32.5,4410.0
3566,20250302,3,2,1,2959,148,23.5,1850.0
3567,20250302,2,1,5,5618,169,23.1,1081.6
3568,20250302,4,3,4,3111,71,14.7,1782.1
3569,20250302,1,3,1,3222,90,90.6,1125.0
3570,20250302,4,3,8,5266,212,0.0,7186.8
3571,20250302,1,1,5,3742,191,3.7,1222.4
3572,20250302,4,3,8,3862,209,0.0,7085.1
3573,20250302,3,1,6,2616,133,52.4,944.3
3574,20250303,1,3,2,3782,175,6.9,2485.0
3575,20250303,1,2,8,3336,173,12.3,5864.7
3576,20250303,3,3,7,3011,119,0.1,3748.5
3577,20250303,3,1,8,2844,58,5.0,1966.2
3578,20250303,3,2,2,2617,115,5.4,1633.0
3579,20250303,1,1,8,3826,51,6.9,1728.9
3580,20250303,1,2,4,3829,148,24.8,3714.8
3581,20250304,3,2,4,2779,101,3.7,2535.1
3582,20250304,1,2,4,3810,31,13.6,778.1
3583,20250304,1,1,5,4233,150,29.5,960.0
3584,20250304,2,2,7,5538,155,8.6,4882.5
3585,20250304,1,1,7,3926,57,12.7,1795.5
3586,20250304,3,2,4,2623,119,9.6,2986.9
3587,20250304,4,1,8,4551,115,1.6,3898.5
3588,20250304,2,2,4,5210,158,13.2,3965.8
3589,20250305,3,1,7,2208,75,10.5,2362.5
3590,20250305,2,3,4,5409,176,14.6,4417.6
3591,20250305,3,3,7,3060,98,15.0,3087.0
3592,20250305,4,2,6,4591,144,0.0,1022.4
3593,20250305,3,3,2,2921,81,21.9,1150.2
3594,20250305,2,3,8,5292,211,75.5,7152.9
3595,20250305,3,1,7,2223,123,12.5,3874.5
3596,20250305,2,1,1,5911,194,1.3,2425.0
3597,20250305,3,3,3,2482,88,18.2,2006.4
3598,20250305,3,1,7,2550,62,32.8,1953.0
3599,20250306,4,2,7,4854,154,4.5,4851.0
3600,20250306,4,2,4,3641,63,24.0,1581.3
3601,20250306,4,1,8,4976,153,43.1,5186.7
3602,20250306,3,1,8,2648,50,11.4,1695.0
3603,20250306,1,1,6,4113,164,12.6,1164.4
3604,20250306,1,3,6,3126,99,14.7,702.9
3605,20250306,1,3,5,3620,171,15.3,1094.4
3606,20250306,1,3,7,3882,105,14.1,3307.5
3607,20250306,1,1,8,4353,71,3.1,2406.9
3608,20250306,2,2,7,6574,162,19.7,5103.0
3609,20250306,4,2,7,4840,181,15.3,5701.5
3610,20250307,4,2,8,4416,90,18.6,3051.0
3611,20250307,3,2,2,2577,75,17.2,1065.0
3612,20250307,1,1,1,4129,103,18.9,1287.5
3613,20250307,3,2,1,2062,55,1.1,687.5
3614,20250307,3,2,6,2570,72,1.6,511.2
3615,20250307,2,2,2,7916,280,17.4,3976.0
3616,20250307,2,3,3,5898,179,2.8,4081.2
3617,20250308,3,2,1,1970,57,56.0,712.5
3618,20250308,1,3,1,3898,179,15.2,2237.5
3619,20250308,2,1,5,6055,110,6.8,704.0
3620,20250308,4,3,6,4112,98,2.3,695.8
3621,20250308,2,2,4,5829,268,0.1,6726.8
3622,20250308,3,2,8,3039,71,4.9,2406.9
3623,20250309,3,3,3,2475,97,3.3,2211.6
3624,20250309,2,2,2,6881,13,6.3,184.6
3625,20250309,2,1,2,5844,202,0.6,2868.4
3626,20250309,3,1,7,2855,98,13.7,3087.0
3627,20250309,1,2,2,4176,87,10.4,1235.4
3628,20250309,2,2,8,5437,167,21.9,5661.3
3629,20250309,4,3,1,4410,162,5.8,2025.0
3630,20250309,4,3,8,5082,90,33.2,3051.0
3631,20250309,4,2,4,4059,218,26.6,5471.8
3632,20250309,4,1,8,4473,117,20.9,3966.3
3633,20250310,1,1,7,3235,81,31.9,2551.5
3634,20250310,1,1,6,4252,151,13.1,1072.1
3635,20250310,4,1,7,4158,65,4.8,2047.5
3636,20250310,2,3,2,5695,183,12.0,2598.6
3637,20250310,2,3,4,6545,274,5.2,6877.4
3638,20250310,1,3,7,3710,103,0.7,3244.5
3639,20250310,2,1,3,6652,230,5.8,5244.0
3640,20250310,3,3,4,2598,66,29.9,1656.6
3641,20250310,3,2,4,2452,120,31.9,3012.0
3642,20250310,4,1,1,5591,61,11.9,762.5
3643,20250311,4,2,5,4484,167,5.3,1068.8
3644,20250311,4,1,3,4534,180,22.9,4104.0
3645,20250311,2,1,1,6257,176,70.5,2200.0
3646,20250311,1,1,6,4833,143,0.2,1015.3
3647,20250311,2,2,8,6045,329,18.8,11153.1
3648,20250311,4,2,4,4134,205,4.4,5145.5
3649,20250311,1,1,3,3588,101,0.4,2302.8
3650,20250311,2,3,3,6375,196,24.7,4468.8
3651,20250312,1,3,4,3709,121,1.1,3037.1
3652,20250312,2,1,5,6579,166,16.4,1062.4
3653,20250312,1,2,6,3808,146,2.9,1036.6
3654,20250312,1,1,1,3575,63,25.6,787.5
3655,20250312,3,2,5,2804,142,16.0,908.8
3656,20250312,2,2,1,6235,194,13.1,2425.0
3657,20250312,1,1,6,4124,155,6.5,1100.5
3658,20250312,4,2,4,5650,92,42.9,2309.2
3659,20250312,4,2,2,5389,231,1.3,3280.2
3660,20250312,2,2,4,7269,106,1.5,2660.6
3661,20250313,3,3,7,2838,103,10.7,3244.5
3662,20250313,1,2,2,4004,101,54.5,1434.2
3663,20250313,3,1,3,2902,66,2.4,1504.8
3664,20250313,2,3,7,5423,321,9.3,10111.5
3665,20250313,2,3,8,4526,99,20.1,3356.1
3666,20250313,2,1,3,6010,124,28.1,2827.2
3667,20250313,3,2,4,3016,69,2.9,1731.9
3668,20250313,2,2,4,4658,76,6.0,1907.6
3669,20250313,3,1,3,2964,71,11.4,1618.8
3670,20250313,4,3,6,3609,156,17.8,1107.6
3671,20250314,2,2,7,4935,180,9.5,5670.0
3672,20250314,4,2,3,5059,77,0.0,1755.6
3673,20250314,1,2,2,4150,106,10.5,1505.2
3674,20250314,1,2,5,3601,48,10.4,307.2
3675,20250314,1,3,2,4056,136,14.8,1931.2
3676,20250314,1,1,8,4057,67,13.5,2271.3
3677,20250314,2,2,3,5548,213,14.0,4856.4
3678,20250315,3,3,6,3143,102,3.8,724.2
3679,20250315,4,2,2,4077,139,18.5,1973.8
3680,20250315,2,3,8,7005,209,5.6,7085.1
3681,20250315,3,3,6,3159,97,6.1,688.7
3682,20250315,1,2,1,3900,115,28.5,1437.5
3683,20250315,1,3,2,3083,6,7.1,85.2
3684,20250315,4,2,5,3382,111,0.2,710.4
3685,20250315,1,2,2,4416,233,17.9,3308.6
3686,20250315,1,2,7,3974,141,19.7,4441.5
3687,20250315,4,1,8,4612,156,42.6,5288.4
3688,20250316,4,1,5,4613,195,10.6,1248.0
3689,20250316,2,1,8,5917,164,6.0,5559.6
3690,20250316,1,1,5,4444,76,9.2,486.4
3691,20250316,1,1,6,3599,115,30.7,816.5
3692,20250316,3,1,3,2846,63,22.1,1436.4
3693,20250316,3,1,1,2518,56,16.9,700.0
3694,20250316,3,3,8,2605,80,2.4,2712.0
3695,20250317,2,1,6,5897,71,64.4,504.1
3696,20250317,2,1,6,5785,257,0.1,1824.7
3697,20250317,1,3,1,4612,142,0.1,1775.0
3698,20250317,3,1,7,2116,76,0.8,2394.0
3699,20250317,1,3,1,3458,133,15.9,1662.5
3700,20250317,4,1,7,4132,115,0.0,3622.5
3701,20250317,2,2,7,6229,186,29.2,5859.0
3702,20250317,3,3,6,3036,160,15.5,1136.0
3703,20250317,1,1,2,3823,156,18.3,2215.2
3704,20250317,3,3,7,2702,105,55.4,3307.5
3705,20250317,4,1,4,4701,134,0.0,3363.4
3706,20250318,3,3,3,2302,37,10.8,843.6
3707,20250318,3,2,7,1910,75,8.7,2362.5
3708,20250318,2,3,3,5910,102,26.0,2325.6
3709,20250318,1,2,6,4058,127,0.4,901.7
3710,20250318,3,2,3,3199,113,14.6,2576.4
3711,20250318,1,2,6,3468,124,57.8,880.4
3712,20250318,1,2,4,3223,140,0.3,3514.0
3713,20250318,2,2,3,5367,212,32.2,4833.6
3714,20250319,3,1,5,2431,40,47.2,256.0
3715,20250319,4,2,4,4567,140,0.0,3514.0
3716,20250319,1,1,8,3423,113,12.2,3830.7
3717,20250319,3,1,2,2822,102,5.1,1448.4
3718,20250319,2,1,2,6149,251,4.8,3564.2
3719,20250319,4,1,3,4588,111,34.3,2530.8
3720,20250319,2,2,6,6662,51,23.5,362.1
3721,20250319,3,2,3,2413,109,0.9,2485.2
3722,20250319,3,1,4,2270,65,54.7,1631.5
3723,20250320,4,2,3,4498,107,11.6,2439.6
3724,20250320,2,2,7,5956,85,11.2,2677.5
3725,20250320,3,2,2,2194,62,17.3,880.4
3726,20250320,4,1,1,3810,168,40.3,2100.0
3727,20250320,2,1,3,4813,132,16.6,3009.6
3728,20250320,1,3,3,3564,28,35.2,638.4
3729,20250320,2,2,6,6160,129,15.2,915.9
3730,20250320,1,1,6,3925,168,21.0,1192.8
3731,20250321,1,1,5,4095,139,5.2,889.6
3732,20250321,1,2,8,2792,121,27.4,4101.9
3733,20250321,2,1,5,5907,249,19.6,1593.6
3734,20250321,2,3,3,5856,317,12.6,7227.6
3735,20250321,4,3,7,4024,83,27.1,2614.5
3736,20250321,2,1,1,6516,195,5.9,2437.5
3737,20250321,1,2,8,3310,70,14.2,2373.0
3738,20250321,4,3,5,5205,97,2.6,620.8
3739,20250321,3,3,6,2954,125,15.1,887.5
3740,20250322,3,2,7,2550,43,12.4,1354.5
3741,20250322,4,2,2,3613,157,22.9,2229.4
3742,20250322,4,3,5,3392,68,0.0,435.2
3743,20250322,4,1,4,3898,148,57.6,3714.8
3744,20250322,1,3,2,4072,237,8.4,3365.4
3745,20250322,2,3,8,6799,267,64.7,9051.3
3746,20250322,1,1,8,3658,93,19.1,3152.7
3747,20250322,3,3,1,2059,75,18.6,937.5
3748,20250323,1,3,3,2845,79,2.3,1801.2
3749,20250323,1,2,2,3522,88,5.0,1249.6
3750,20250323,1,2,7,4541,98,2.3,3087.0
3751,20250323,1,3,8,3350,19,33.3,644.1
3752,20250323,4,2,5,4650,115,0.0,736.0
3753,20250323,2,3,4,5932,129,13.9,3237.9
3754,20250324,4,2,6,3698,155,5.0,1100.5
3755,20250324,1,1,2,4124,151,40.0,2144.2
3756,20250324,3,2,6,3128,81,4.4,575.1
3757,20250324,2,1,6,4711,154,0.2,1093.4
3758,20250324,4,3,3,3793,77,37.0,1755.6
3759,20250324,3,3,4,2574,61,21.7,1531.1
3760,20250324,4,3,6,4969,221,0.0,1569.1
3761,20250324,3,2,6,2785,96,58.0,681.6
3762,20250324,3,3,1,2180,90,0.5,1125.0
3763,20250324,1,2,7,4127,124,11.4,3906.0
3764,20250324,3,2,5,2430,54,39.2,345.6
3765,20250325,4,3,3,4474,114,0.0,2599.2
3766,20250325,4,3,4,4756,9,0.0,225.9
3767,20250325,4,3,7,4227,135,3.4,4252.5
3768,20250325,2,1,2,6304,196,4.9,2783.2
3769,20250325,2,3,6,4817,113,40.6,802.3
3770,20250325,3,2,4,2401,74,0.1,1857.4
3771,20250325,2,2,1,5433,167,1.7,2087.5
3772,20250325,3,3,6,2201,88,5.5,624.8
3773,20250325,3,3,2,2665,127,19.4,1803.4
3774,20250325,1,3,7,3368,112,20.5,3528.0
3775,20250325,2,3,3,5818,182,9.7,4149.6
3776,20250326,4,3,2,5589,34,0.0,482.8
3777,20250326,1,3,8,3100,127,1.6,4305.3
3778,20250326,1,2,6,2868,80,16.0,568.0
3779,20250326,1,1,5,5063,182,6.8,1164.8
3780,20250326,2,2,3,5520,167,86.7,3807.6
3781,20250326,4,1,7,4600,108,1.5,3402.0
3782,20250326,1,1,6,3863,123,1.3,873.3
3783,20250326,4,1,5,4208,130,8.4,832.0
3784,20250327,2,2,7,5583,276,7.8,8694.0
3785,20250327,2,3,2,6355,92,6.0,1306.4
3786,20250327,1,3,4,3222,128,17.5,3212.8
3787,20250327,2,3,6,5987,146,5.7,1036.6
3788,20250327,4,2,8,4694,122,11.1,4135.8
3789,20250327,3,2,5,2253,66,18.8,422.4
3790,20250327,2,2,5,6740,232,33.2,1484.8
3791,20250327,1,3,3,3778,112,8.8,2553.6
3792,20250328,2,2,1,5122,36,41.9,450.0
3793,20250328,4,3,4,4299,202,8.7,5070.2
3794,20250328,2,1,4,7169,143,0.5,3589.3
3795,20250328,2,3,4,6213,233,8.4,5848.3
3796,20250328,2,2,2,5767,99,7.3,1405.8
3797,20250328,1,1,7,4323,134,23.7,4221.0
